id,name,city,operating,website_found,primary_service,autism_focus,does_autism_diagnostic_eval,recommend,evidence_url,evidence_quality,notes
8558,Absolute Healthcare LLC,Spring Hill,Y,https://absolutehealthcare.org/our-services,"General adult primary care clinic (Spring Hill/Tampa/Port Richey) offering physicals, chronic disease management, weight loss/body sculpting, immigration physicals and substance abuse treatment",N,N,REMOVE,https://absolutehealthcare.org/our-services,HIGH,"Services page lists ""Primary Care, Immigration Physicals, Body Sculpting, Weight Loss Management, Annual Physicals, Vaccinations, Chronic Disease Management, Substance Abuse Treatment"" with no autism, developmental, ABA or therapy service on either the homepage or the services page. The opaque name resolves to a general adult primary care practice, not a disability services provider."
7400,BoardPrep Recovery,Tampa,Y,https://www.boardpreprecovery.com/,"Adult addiction and mental health treatment center (medical detox, PHP with housing, IOP, dual diagnosis, TMS) marketed to physicians and other high-stress professionals",N,N,REMOVE,https://www.boardpreprecovery.com/,HIGH,"Site is built around a ""Health Professional Program"" of ""Addiction Treatment"" and ""Mental Health Treatment"" for adults, with no autism, developmental or ABA content and no adolescent or developmental program found. Confirmed as adult addiction treatment, an explicit exclusion."
7653,Challenges Conquered Counseling Services,Oakland Park,Y,http://challengesconqueredcounseling.com/,"General outpatient counseling / psychotherapy practice (Fort Lauderdale, Jacksonville, virtual statewide) covering anxiety, depression, trauma/EMDR, couples, teen, military, geriatric and pre-bariatric evaluation",N,N,REMOVE,http://challengesconqueredcounseling.com/,HIGH,"The site's own specialty menu — ""Anxiety Therapy, Depression Therapy, Couples Therapy, Child and Behavioral Therapy, EMDR - Trauma Therapy... Teen and Adolescent Therapy"" — never mentions autism, ABA or developmental evaluation at all, so there is not even a chrome-level autism claim to weigh. General counseling practice, an explicit exclusion."
8292,Deeply Rooted Psychotherapy of West Palm Beach,Palm Springs,Y,https://deeplyrootedpsychotherapyllc.com/,"General psychotherapy group practice in Palm Beach County serving ""children, teens and adults"" — CBT, DBT, EMDR, ART, play therapy, somatic and telehealth for anxiety, trauma/PTSD, OCD, eating disorders, addiction and ADHD",N,N,REMOVE,https://deeplyrootedpsychotherapyllc.com/,HIGH,"The site's specialty list runs ""ADD/ADHD Counseling, Child Therapy, Play Therapy, Teen Therapy"" plus adult trauma/OCD/addiction services and contains no mention of autism, ABA or developmental/diagnostic evaluation anywhere. Talk-therapy-only practice with no core autism service."
7615,Dr. Pamela Silver - Psychologist,Hollywood,Y,https://drpamsilver.net/personality-testing,"Solo psychology practice (Silver Psychology Associates) serving ""adolescents, adults, and couples"" — individual psychotherapy, grief counseling, couples therapy, LGBTQIA+ therapy, telehealth, plus adult/adolescent personality testing",N,N,REMOVE,https://drpamsilver.net/personality-testing,HIGH,"The only assessment service is ""Personality Testing"", whose page says only ""we use tests and other assessment tools to measure and understand your behavior in order to arrive at a diagnosis"" and names no ADOS, developmental or psychoeducational instrument; autism appears nowhere on the homepage or that page. General psychotherapy practice with no autism-diagnostic or core autism service."
8437,"Elazar Bloom Counseling & Consulting, PLLC",Hollywood,Y,https://www.elazarbloom.com/,"Solo counseling and consulting practice specializing in ""marriage counseling and parenting consultations"" for ""individuals, couples and families"", using EFT, ACT, DBT and EMDR",N,N,REMOVE,https://www.elazarbloom.com/,HIGH,"Service menu is ""Marriage Counseling, Parenting/Family Counseling, Individual Counseling, Premarital Counseling, EMDR"" with no autism, special-needs, developmental or ABA mention anywhere on the site. Marriage-and-family counseling practice, an explicit exclusion."
7074,Elite Pain and Spine Specialists,Spring Hill,Y,https://elitepainspecialists.com/services/,"Interventional pain management and spine practice — epidural and facet injections, nerve ablation, spinal cord stimulators, kyphoplasty, workers' comp and personal injury evaluations",N,N,REMOVE,https://elitepainspecialists.com/services/,HIGH,"Services page is entirely interventional pain procedures — ""Epidural steroids injections"", ""Nerve ablation/Facet injections"", ""Spine Related Pains/Sciatica"", ""Workers Compensation Evaluation & Treatment"" — with no autism, developmental, pediatric or ABA mention on homepage or services page. Confirmed pain management, an explicit exclusion."
8452,Family Solutions Center,North Miami Beach,Y,http://www.familysolutionscenterneuropsych.com/,"Combined neuropsychology, ABA and bilingual mental health practice — service lines are Individual Mental Health Therapy, Applied Behavioral Analysis, Family/Couples Therapy, Neuropsych Evaluations, Psycho-educational Evaluations, Immigration Psychological Evaluations and healthcare decision-making capacity assessment",unclear,unclear,KEEP,http://www.familysolutionscenterneuropsych.com/,HIGH,"Qualifies on core service rather than a condition mention: ""Applied Behavioral Analysis"" is a distinct service line and the site's own page title is ""Neuropsychology, Applied Behavior Analysis (ABA), & Mental Health Therapy | Family Solutions Center"", so ABA is business identity, not autism listed among many conditions; a provider directory independently describes ""BCBA-directed ABA with neuropsych evaluations"" and ""experience with Autism and ADHD"". The word autism appears nowhere on their own site and the /applied-behavioral-analysis and /neuropsych-evaluations sub-pages both return 404, so whether their neuropsych/psycho-educational evaluations are autism-diagnostic versus ADHD/learning/immigration could not be established."
6970,Florida Psychological Center PLLC,Indialantic,Y,https://www.flpsychcenter.com/,"Solo outpatient psychology practice (Glenn Sloman, PhD, BCBA-D) providing CBT/ACT psychotherapy and psychological/psychoeducational evaluation for a broad range of childhood and adult mental health concerns",N,unclear,REMOVE,https://www.flpsychcenter.com/psychotherapy,HIGH,"The therapy page's body list treats ""Autism Spectrum Disorder"" as the fourth of fifteen conditions alongside ""Anger, Attention Deficit Hyperactivity Disorder... Depression/Mood Disorders... Non-Chemical Based Addictions"" - autism among many conditions, not a stated focus (body content, not nav/footer chrome). The About page cites past New Jersey work with ""individuals with Autism Spectrum Disorder (ASD)"" and a BCBA-D credential, but the practice currently sells psychotherapy, not ABA or autism diagnostic evaluation."
7605,Garellek Counseling,Hollywood,Y,http://garellekcounseling.com/,"General outpatient mental health counseling group - individual, family and couples therapy, play therapy, parent consulting and clinical assessment using CBT, ACT, DBT and trauma-informed care",N,N,REMOVE,https://www.garellekcounseling.com/our-team,HIGH,"Two pages compared (homepage and Our Team) and the words autism, ASD, developmental disability and ABA appear on neither; specialties are stated as ""CBT, ACT, DBT, trauma-informed care, couples work and play therapy"" with per-therapist labels like ""Trauma Specialist"" and ""Marriage and Family Therapist."" This is a general counseling practice with no autism claim of any kind, so the stored ""aba"" tag is unsupported."
